DeLa,Id,PinaLa,Tip,Zile,RestrictiiTren_Id
"20150613","1","20150913","Da","383",343
"20131215","1","20151212","Da","383",344
"20141214","1","20151212","Da","16767",345
"20141214","1","20151212","Da","16767",346
"20141214","1","20151212","Da","16767",347
"20141214","1","20151212","Da","16767",348
"20141214","1","20151212","Da","16767",349
"20141214","1","20151212","Da","16767",350
"20141214","1","20151212","Da","16767",351
"20141214","1","20151212","Da","16767",352
"20141214","1","20151212","Da","16767",353
"20141214","1","20151212","Da","16767",354
"20141214","1","20151212","Da","16767",355
"20141214","1","20151212","Da","16767",356
"20141214","1","20151212","Da","16767",357
"20141214","1","20150612","Da","383",358
"20150914","2","20151212","Da","383",358
"20141214","1","20151212","Da","16767",359
"20141214","1","20151212","Da","16767",360
"20141214","1","20151212","Da","16767",361
"20141214","1","20151212","Da","16767",362
"20141214","1","20151212","Da","831",363
"20141214","1","20151212","Da","16767",364
"20150612","1","20150904","Da","383",365
"20141214","1","20141221","Da","287",366
"20141227","2","20141228","Da","287",366
"20150103","3","20150201","Da","287",366
"20150207","4","20150412","Da","287",366
"20150418","5","20150430","Da","287",366
"20150502","6","20150531","Da","287",366
"20150602","7","20150621","Da","287",366
"20150627","8","20150628","Da","287",366
"20150704","9","20150705","Da","287",366
"20150711","10","20150712","Da","287",366
"20150718","11","20150719","Da","287",366
"20150725","12","20150726","Da","287",366
"20150801","13","20150802","Da","287",366
"20150808","14","20150809","Da","287",366
"20150815","15","20150816","Da","287",366
"20150822","16","20150823","Da","287",366
"20150829","17","20150830","Da","287",366
"20150905","18","20150906","Da","287",366
"20150912","19","20151129","Da","287",366
"20151202","20","20151212","Da","287",366
"20141214","1","20151212","Da","351",367
"20150614","1","20150914","Da","383",368
"20141214","1","20151212","Da","351",369
"20141214","1","20151212","Da","16767",370
"20141214","1","20151212","Da","16767",371
"20141214","1","20151212","Da","16767",372
"20141214","1","20151212","Da","16767",373
"20141214","1","20151212","Da","16767",374
"20141214","1","20150611","Da","383",375
"20150914","2","20151212","Da","383",375
"20141214","1","20151212","Da","16767",376
"20141214","1","20151212","Da","16767",377
"20141214","1","20151212","Da","16767",378
"20141214","1","20151212","Da","16767",379
"20141214","1","20151212","Da","16767",380
"20141214","1","20151212","Da","16767",381
"20141214","1","20151212","Da","382",382
"20141214","1","20141221","Da","799",383
"20150103","2","20150131","Da","799",383
"20150207","3","20150412","Da","799",383
"20150418","4","20150430","Da","799",383
"20150502","5","20150531","Da","799",383
"20150602","6","20150620","Da","799",383
"20150801","7","20150801","Da","799",383
"20150912","8","20151129","Da","799",383
"20151202","9","20151212","Da","799",383
"20141214","1","20151212","Da","16767",384
"20141214","1","20141224","Da","799",385
"20141227","2","20141231","Da","799",385
"20150103","3","20150412","Da","799",385
"20150414","4","20150430","Da","799",385
"20150502","5","20150531","Da","799",385
"20150602","6","20151129","Da","799",385
"20151202","7","20151212","Da","799",385
"20141214","1","20151212","Da","16767",386
"20141214","1","20151212","Da","16767",387
"20141214","1","20151212","Da","351",388
"20141214","1","20151212","Da","16767",389
"20141214","1","20151212","Da","895",390
"20141214","1","20151212","Da","16767",391
"20141214","1","20151212","Da","16767",392
"20141214","1","20151212","Da","16767",393
"20141214","1","20151212","Da","16767",394
"20141214","1","20151212","Da","16767",395
"20141214","1","20151212","Da","895",396
"20141214","1","20151212","Da","895",397
"20150614","1","20150913","Da","383",398
"20141214","1","20151212","Da","16767",399
"20141214","1","20151212","Da","16767",400
"20141214","1","20151212","Da","16767",401
"20141214","1","20151212","Da","16767",402
"20141214","1","20151212","Da","351",403
"20141214","1","20151212","Da","16767",404
"20141214","1","20151212","Da","16767",405
"20141214","1","20151212","Da","16767",406
"20141214","1","20151212","Da","16767",407
"20141214","1","20151212","Da","16767",408
"20141214","1","20141224","Da","799",409
"20141227","2","20141231","Da","799",409
"20150103","3","20150412","Da","799",409
"20150414","4","20150430","Da","799",409
"20150502","5","20150531","Da","799",409
"20150602","6","20151129","Da","799",409
"20151202","7","20151212","Da","799",409
"20141214","1","20151212","Da","16767",410
"20141214","1","20141224","Da","319",411
"20141227","2","20141231","Da","319",411
"20150103","3","20150412","Da","319",411
"20150414","4","20150430","Da","319",411
"20150502","5","20150531","Da","319",411
"20150602","6","20150814","Da","319",411
"20150816","7","20151129","Da","319",411
"20151202","8","20151212","Da","319",411
"20141214","1","20151212","Da","16767",412
"20141214","1","20151212","Da","16767",413
"20141214","1","20141221","Da","799",414
"20141225","2","20141228","Da","799",414
"20150101","3","20150201","Da","799",414
"20150207","4","20150411","Da","799",414
"20150413","5","20150413","Da","799",414
"20150418","6","20150621","Da","799",414
"20150801","7","20150802","Da","799",414
"20150912","8","20150919","Da","799",414
"20150921","9","20151212","Da","799",414
"20141214","1","20151212","Da","16767",415
"20141214","1","20151212","Da","16767",416
"20141214","1","20151212","Da","287",417
"20141214","1","20151212","Da","16767",418
"20141214","1","20151212","Da","799",419
"20141214","1","20151212","Da","16767",420
"20141214","1","20151212","Da","16767",421
"20141214","1","20151212","Da","16767",422
"20141214","1","20151212","Da","16767",423
"20141214","1","20151212","Da","16767",424
"20141214","1","20151212","Da","16767",425
"20141214","1","20151212","Da","383",426
"20141214","1","20151212","Da","16767",427
"20141214","1","20151212","Da","16767",428
"20141214","1","20151212","Da","16767",429
"20141214","1","20151212","Da","16767",430
"20141214","1","20151212","Da","16767",431
"20141214","1","20151212","Da","16767",432
"20141214","1","20151212","Da","16767",433
"20141214","1","20151212","Da","287",434
"20141214","1","20151212","Da","16767",435
"20141214","1","20151212","Da","16767",436
"20141214","1","20151212","Da","16767",437
"20141214","1","20151212","Da","16767",438
"20141214","1","20151212","Da","351",439
"20141214","1","20151212","Da","16767",440
"20141214","1","20151212","Da","16767",441
"20141214","1","20151212","Da","16767",442
"20141214","1","20151212","Da","16767",443
"20141214","1","20151212","Da","16767",444
"20141214","1","20151212","Da","16767",445
"20141214","1","20151212","Da","287",446
"20141214","1","20151212","Da","16767",447
"20141214","1","20151212","Da","16767",448
"20141214","1","20151212","Da","351",449
"20141214","1","20151212","Da","16767",450
"20141214","1","20151212","Da","383",451
"20141214","1","20151212","Da","16767",452
"20141214","1","20151212","Da","16767",453
"20141214","1","20151212","Da","16767",454
"20141214","1","20151212","Da","16767",455
"20141214","1","20151212","Da","16767",456
"20141214","1","20151212","Da","16767",457
"20141214","1","20151212","Da","16767",458
"20141214","1","20151212","Da","16767",459
"20141214","1","20151212","Da","16767",460
"20141214","1","20151212","Da","16767",461
"20141214","1","20151212","Da","16767",462
"20141214","1","20151212","Da","16767",463
"20141214","1","20151212","Da","16767",464
"20141214","1","20151212","Da","16767",465
"20150613","1","20150912","Da","383",466
"20141214","1","20151212","Da","16767",467
"20141215","1","20151212","Da","383",468
"20141214","1","20151212","Da","287",469
"20141214","1","20151212","Da","16767",470
"20141214","1","20151212","Da","16767",471
"20141214","1","20151212","Da","16767",472
"20141214","1","20151212","Da","16767",473
"20141214","1","20151212","Da","16767",474
"20141214","1","20151212","Da","16767",475
"20141214","1","20151212","Da","16767",476
"20141214","1","20151212","Da","16767",477
"20141214","1","20151212","Da","16767",478
"20141214","1","20151212","Da","16767",479
"20141214","1","20151212","Da","16767",480
"20141214","1","20151212","Da","16767",481
"20141214","1","20151212","Da","16767",482
"20141214","1","20151212","Da","287",483
"20141214","1","20151212","Da","16767",484
"20141214","1","20151212","Da","16767",485
"20141214","1","20151212","Da","16767",486
"20141214","1","20151212","Da","16767",487
"20141214","1","20151212","Da","16767",488
"20141214","1","20150611","Da","383",489
"20150914","2","20151212","Da","383",489
"20141214","1","20151212","Da","287",490
"20141214","1","20151212","Da","351",491
"20141214","1","20150612","Da","383",492
"20150914","2","20151212","Da","383",492
"20141214","1","20151212","Da","16767",493
"20141214","1","20151212","Da","16767",494
"20141214","1","20151212","Da","16767",495
"20141214","1","20151212","Da","16767",496
"20150614","1","20150913","Da","383",497
"20141214","1","20151212","Da","383",498
"20141214","1","20151212","Da","16767",499
"20141214","1","20151212","Da","319",500
"20141214","1","20151212","Da","319",501
"20141214","1","20151212","Da","16767",502
"20141214","1","20151212","Da","319",503
"20141214","1","20151212","Da","16767",504
"20141214","1","20151212","Da","16767",505
"20141214","1","20151212","Da","16767",506
"20141214","1","20151212","Da","16767",507
"20141214","1","20151212","Da","16767",508
"20141214","1","20151212","Da","351",509
"20141214","1","20151212","Da","16767",510
"20141214","1","20150613","Da","319",511
"20150914","2","20151213","Da","319",511
"20141214","1","20151212","Da","272",512
"20141214","1","20151212","Da","16767",513
"20141214","1","20151212","Da","16767",514
"20141214","1","20151212","Da","16767",515
"20141214","1","20151212","Da","16767",516
"20141214","1","20151212","Da","16767",517
"20141214","1","20151212","Da","16767",518
"20141214","1","20141219","Da","799",519
"20150105","2","20150130","Da","799",519
"20150209","3","20150410","Da","799",519
"20150420","4","20150619","Da","799",519
"20150914","5","20151212","Da","799",519
"20141214","1","20151212","Da","319",520
"20141214","1","20151212","Da","16767",521
"20141214","1","20151212","Da","319",522
"20141214","1","20151212","Da","799",523
"20141214","1","20150612","Da","383",524
"20150913","2","20151212","Da","383",524
"20141214","1","20151212","Da","16767",525
"20141214","1","20151212","Da","16767",526
"20141214","1","20151212","Da","16767",527
"20141214","1","20151212","Da","16767",528
"20141214","1","20151212","Da","16767",529
"20141214","1","20151212","Da","16767",530
"20141214","1","20151212","Da","16767",531
"20141214","1","20151212","Da","319",532
"20141214","1","20151212","Da","16767",533
"20141214","1","20151212","Da","16767",534
"20141214","1","20151212","Da","16767",535
"20141214","1","20151212","Da","351",536
"20141214","1","20151212","Da","16767",537
"20141214","1","20151212","Da","831",538
"20141214","1","20151212","Da","16767",539
"20131215","1","20151212","Da","383",540
"20141214","1","20151212","Da","16767",541
"20150612","1","20150913","Da","383",542
"20141214","1","20151212","Da","16767",543
"20141214","1","20141224","Da","287",544
"20141227","2","20141231","Da","287",544
"20150103","3","20150412","Da","287",544
"20150414","4","20150430","Da","287",544
"20150502","5","20150531","Da","287",544
"20150602","6","20151129","Da","287",544
"20151202","7","20151212","Da","287",544
"20141214","1","20151212","Da","16767",545
"20141214","1","20151212","Da","319",546
"20141214","1","20151212","Da","895",547
"20141214","1","20151212","Da","16767",548
"20141214","1","20151212","Da","16767",549
"20141214","1","20151212","Da","287",550
"20141214","1","20150612","Da","383",551
"20150914","2","20151212","Da","383",551
"20141214","1","20151212","Da","16767",552
"20150613","1","20150913","Da","383",553
"20141214","1","20151212","Da","16767",554
"20141214","1","20151212","Da","16767",555
"20150613","1","20150912","Da","383",556
"20141214","1","20151212","Da","16767",557
"20141214","1","20151212","Da","16767",558
"20141214","1","20151212","Da","16767",559
"20141214","1","20151212","Da","319",560
"20141214","1","20151212","Da","16767",561
"20141214","1","20151212","Da","16767",562
"20150612","1","20150912","Da","383",563
"20141214","1","20151212","Da","16767",564
"20141214","1","20151212","Da","287",565
"20141214","1","20151212","Da","16767",566
"20141214","1","20151212","Da","16767",567
"20141214","1","20150612","Da","383",568
"20150914","2","20151212","Da","383",568
"20141214","1","20151212","Da","319",569
"20141214","1","20151212","Da","16767",570
"20141214","1","20151212","Da","16767",571
"20141214","1","20151212","Da","16767",572
"18991230","1","20150716","Da","369",573
"20141214","2","20151212","Da","369",573
"20141214","1","20150612","Da","383",574
"20150914","2","20151212","Da","383",574
"20141214","1","20151212","Da","16767",575
"20141214","1","20151212","Da","16767",576
"20141214","1","20151212","Da","16767",577
"20141214","1","20151212","Da","16767",578
"20141214","1","20141221","Da","287",579
"20141227","2","20141227","Da","287",579
"20150103","3","20150131","Da","287",579
"20150208","4","20150412","Da","287",579
"20150418","5","20150430","Da","287",579
"20150502","6","20150531","Da","287",579
"20150602","7","20150619","Da","287",579
"20150801","8","20150802","Da","287",579
"20150912","9","20151129","Da","287",579
"20151202","10","20151212","Da","287",579
"20141214","1","20151212","Da","383",580
"20141214","1","20151212","Da","319",581
"20141214","1","20151212","Da","16767",582
"20141214","1","20151212","Da","16767",583
"20141214","1","20151212","Da","16767",584
"20141214","1","20151212","Da","16767",585
"20141214","1","20151212","Da","16767",586
"20141214","1","20151212","Da","16767",587
"20141214","1","20151212","Da","351",588
"20141214","1","20151212","Da","16767",589
"20150612","1","20150913","Da","383",590
"20141214","1","20151212","Da","16767",591
"20141214","1","20151212","Da","16767",592
"20141214","1","20151212","Da","16767",593
"20141214","1","20151212","Da","16767",594
"20141214","1","20151212","Da","16767",595
"20141214","1","20151212","Da","16767",596
"20150612","1","20150913","Da","383",597
"20141214","1","20151212","Da","319",598
"20141214","1","20151212","Da","16767",599
"20141214","1","20151212","Da","16767",600
"20141214","1","20151212","Da","16767",601
"20141214","1","20151212","Da","351",602
"20141214","1","20151212","Da","16767",603
"20141214","1","20151212","Da","16767",604
"20141214","1","20151212","Da","16767",605
"20141214","1","20151212","Da","895",606
"20141214","1","20151212","Da","16767",607
"20141214","1","20151212","Da","287",608
"20141214","1","20151212","Da","16767",609
"20141214","1","20151212","Da","16767",610
"20141214","1","20151212","Da","16767",611
"20141214","1","20151212","Da","16767",612
"20141214","1","20151212","Da","16767",613
"20141214","1","20151212","Da","383",614
"20141214","1","20151212","Da","16767",615
"20141214","1","20151212","Da","16767",616
"20141214","1","20151212","Da","16767",617
"20141214","1","20151212","Da","383",618
"20141214","1","20151212","Da","287",619
"20141214","1","20151212","Da","16767",620
"20141214","1","20151212","Da","16767",621
"20141214","1","20151212","Da","16767",622
"20141214","1","20151212","Da","16767",623
"20141214","1","20151212","Da","16767",624
"20141214","1","20151212","Da","16767",625
"20141214","1","20151212","Da","351",626
"20141214","1","20151212","Da","16767",627
"20141214","1","20151212","Da","16767",628
"20141214","1","20151212","Da","16767",629
"20141214","1","20151212","Da","383",630
"20141214","1","20151212","Da","319",631
"20141214","1","20151212","Da","16767",632
"20141214","1","20151212","Da","319",633
"20141214","1","20151212","Da","319",634
"20141214","1","20151212","Da","16767",635
"20141214","1","20151212","Da","16767",636
"20141214","1","20151212","Da","16767",637
"20141214","1","20151212","Da","16767",638
"20141214","1","20151212","Da","287",639
"20141214","1","20151212","Da","799",640
"20141214","1","20151212","Da","16767",641
"20150501","1","20151212","Da","383",642
"20141214","1","20151212","Da","16767",643
"20141214","1","20151212","Da","16767",644
"20141214","1","20151212","Da","895",645
"20141214","1","20151212","Da","16767",646
"20141214","1","20141219","Da","287",647
"20150105","2","20150130","Da","287",647
"20150209","3","20150410","Da","287",647
"20150420","4","20150619","Da","287",647
"20150914","5","20151212","Da","287",647
"20141214","1","20151212","Da","16767",648
"20141214","1","20151212","Da","16767",649
"20141214","1","20151212","Da","16767",650
"20141214","1","20151212","Da","319",651
"20141214","1","20151212","Da","16767",652
"20141214","1","20151212","Da","16767",653
"20141214","1","20141224","Da","799",654
"20141227","2","20141231","Da","799",654
"20150103","3","20150412","Da","799",654
"20150414","4","20150430","Da","799",654
"20150502","5","20150531","Da","799",654
"20150602","6","20151129","Da","799",654
"20151202","7","20151212","Da","799",654
"20141214","1","20151212","Da","16767",655
"20141214","1","20151212","Da","16767",656
"20141214","1","20151212","Da","16767",657
"20150615","1","20150914","Da","383",658
"20141214","1","20151212","Da","16767",659
"20141214","1","20151212","Da","16767",660
"20141214","1","20151212","Da","16767",661
"20141214","1","20151212","Da","16767",662
"20141214","1","20151212","Da","16767",663
"20141214","1","20141219","Da","799",664
"20150105","2","20150130","Da","799",664
"20150209","3","20150410","Da","799",664
"20150420","4","20150619","Da","799",664
"20150914","5","20151212","Da","799",664
"20141214","1","20141219","Da","287",665
"20150103","2","20150131","Da","287",665
"20150207","3","20150410","Da","287",665
"20150418","4","20150430","Da","287",665
"20150502","5","20150531","Da","287",665
"20150602","6","20150619","Da","287",665
"20150912","7","20151129","Da","287",665
"20151202","8","20151212","Da","287",665
"20141214","1","20151212","Da","16767",666
"20141214","1","20151212","Da","831",667
"20141214","1","20151212","Da","16767",668
"20141214","1","20141221","Da","287",669
"20141227","2","20141228","Da","287",669
"20150103","3","20150201","Da","287",669
"20150207","4","20150412","Da","287",669
"20150418","5","20150430","Da","287",669
"20150502","6","20150531","Da","287",669
"20150602","7","20150621","Da","287",669
"20150801","8","20150802","Da","287",669
"20150912","9","20151129","Da","287",669
"20151202","10","20151212","Da","287",669
"20141214","1","20151212","Da","16767",670
"20141214","1","20151212","Da","16767",671
"20141214","1","20151212","Da","16767",672
"20141214","1","20141221","Da","287",673
"20141227","2","20141228","Da","287",673
"20150103","3","20150201","Da","287",673
"20150207","4","20150412","Da","287",673
"20150418","5","20150430","Da","287",673
"20150502","6","20150531","Da","287",673
"20150602","7","20150621","Da","287",673
"20150627","8","20150628","Da","287",673
"20150704","9","20150705","Da","287",673
"20150711","10","20150712","Da","287",673
"20150718","11","20150719","Da","287",673
"20150725","12","20150726","Da","287",673
"20150801","13","20150802","Da","287",673
"20150808","14","20150809","Da","287",673
"20150815","15","20150816","Da","287",673
"20150822","16","20150823","Da","287",673
"20150829","17","20150830","Da","287",673
"20150905","18","20150906","Da","287",673
"20150912","19","20151129","Da","287",673
"20151202","20","20151212","Da","287",673
"20141214","1","20151212","Da","16767",674
"20141214","1","20151212","Da","16767",675
"20141214","1","20151212","Da","16767",676
"20150612","1","20150913","Da","383",677
"20141214","1","20151212","Da","351",678
"20141214","1","20151212","Da","351",679
"20141214","1","20151212","Da","16767",680
"20141214","1","20151212","Da","16767",681
"20141214","1","20151212","Da","831",682
"20141214","1","20151212","Da","16767",683
"20141214","1","20151212","Da","287",684
"20141214","1","20151212","Da","16767",685
"20141214","1","20151212","Da","319",686
"20141214","1","20151212","Da","16767",687
"20141214","1","20151212","Da","16767",688
"20141214","1","20151212","Da","287",689
"20141214","1","20151212","Da","16767",690
"20141214","1","20141224","Da","383",691
"20141227","2","20141231","Da","383",691
"20150103","3","20150411","Da","383",691
"20150414","4","20150430","Da","383",691
"20150502","5","20150530","Da","383",691
"20150602","6","20150611","Da","383",691
"20150913","7","20151129","Da","383",691
"20151202","8","20151212","Da","383",691
"20141214","1","20151212","Da","16767",692
"20141214","1","20151212","Da","16767",693
"20141214","1","20151212","Da","16767",694
"20141214","1","20151212","Da","895",695
"20141214","1","20151212","Da","16767",696
"20150301","1","20151212","Da","383",697
"20141214","1","20151212","Da","16767",698
"20141214","1","20151212","Da","351",699
"20141214","1","20151212","Da","351",700
"20141214","1","20151212","Da","16767",701
"20141214","1","20151212","Da","16767",702
"20141214","1","20151212","Da","16767",703
"20141214","1","20151212","Da","16767",704
"18991230","1","20150902","Da","369",705
"20141214","2","20151212","Da","369",705
"20141214","1","20151212","Da","16767",706
"20141214","1","20151212","Da","16767",707
"20141214","1","20151212","Da","319",708
"20141214","1","20150612","Da","383",709
"20150914","2","20151212","Da","383",709
"20141214","1","20151212","Da","16767",710
"20141214","1","20141221","Da","799",711
"20141225","2","20141228","Da","799",711
"20150101","3","20150201","Da","799",711
"20150207","4","20150413","Da","799",711
"20150418","5","20150621","Da","799",711
"20150627","6","20150628","Da","799",711
"20150704","7","20150705","Da","799",711
"20150711","8","20150712","Da","799",711
"20150718","9","20150719","Da","799",711
"20150725","10","20150726","Da","799",711
"20150801","11","20150802","Da","799",711
"20150808","12","20150809","Da","799",711
"20150816","13","20150816","Da","799",711
"20150823","14","20150823","Da","799",711
"20150914","15","20151212","Da","799",711
"20141214","1","20151212","Da","16767",712
"20141214","1","20151212","Da","287",713
"20141214","1","20151212","Da","16767",714
"20141214","1","20151212","Da","863",715
"20141214","1","20151212","Da","16767",716
"20141214","1","20151212","Da","16767",717
"20141214","1","20151212","Da","16767",718
"20141214","1","20151212","Da","16767",719
"20141214","1","20151212","Da","16767",720
"20141214","1","20141221","Da","287",721
"20150103","2","20150131","Da","287",721
"20150208","3","20150410","Da","287",721
"20150419","4","20150430","Da","287",721
"20150502","5","20150531","Da","287",721
"20150602","6","20150619","Da","287",721
"20150912","7","20151129","Da","287",721
"20151202","8","20151212","Da","287",721
"20141214","1","20151212","Da","16767",722
"20141214","1","20151212","Da","16767",723
"20141214","1","20151212","Da","16767",724
"20141214","1","20151212","Da","287",725
"20141214","1","20151212","Da","16767",726
"20141214","1","20151212","Da","16767",727
"20141214","1","20151212","Da","16767",728
"20141214","1","20151212","Da","16767",729
"20141214","1","20151212","Da","16767",730
"20141214","1","20151212","Da","16767",731
"20141214","1","20151212","Da","16767",732
"20141214","1","20151212","Da","351",733
"20141214","1","20151212","Da","319",734
"20141214","1","20151212","Da","16767",735
"20141214","1","20150614","Da","383",736
"20150915","2","20151212","Da","383",736
"20141214","1","20151212","Da","16767",737
"20141214","1","20151212","Da","16767",738
"20141214","1","20151212","Da","16767",739
"20141214","1","20151212","Da","383",740
"20141214","1","20151212","Da","16767",741
"20141214","1","20151212","Da","16767",742
"20141214","1","20141224","Da","287",743
"20141227","2","20141231","Da","287",743
"20150103","3","20150412","Da","287",743
"20150414","4","20150430","Da","287",743
"20150502","5","20150531","Da","287",743
"20150602","6","20151129","Da","287",743
"20151202","7","20151212","Da","287",743
"20141214","1","20151212","Da","16767",744
"20141214","1","20151212","Da","16767",745
"20141214","1","20151212","Da","319",746
"20141214","1","20141221","Da","287",747
"20141227","2","20141227","Da","287",747
"20150103","3","20150131","Da","287",747
"20150207","4","20150411","Da","287",747
"20150418","5","20150430","Da","287",747
"20150502","6","20150515","Da","287",747
"20150517","7","20150531","Da","287",747
"20150602","8","20150620","Da","287",747
"20150801","9","20150801","Da","287",747
"20150912","10","20151129","Da","287",747
"20151202","11","20151212","Da","287",747
"20141214","1","20151212","Da","16767",748
"20141214","1","20151212","Da","16767",749
"20141214","1","20151212","Da","16767",750
"20141214","1","20151212","Da","16767",751
"20141214","1","20151212","Da","16767",752
"20141214","1","20151212","Da","16767",753
"20141214","1","20151212","Da","16767",754
"20141214","1","20151212","Da","16767",755
"20141214","1","20151212","Da","16767",756
"20141214","1","20141219","Da","287",757
"20150103","2","20150131","Da","287",757
"20150207","3","20150410","Da","287",757
"20150418","4","20150430","Da","287",757
"20150502","5","20150531","Da","287",757
"20150602","6","20150619","Da","287",757
"20150912","7","20151129","Da","287",757
"20151202","8","20151212","Da","287",757
"20141214","1","20151212","Da","16767",758
"20141214","1","20151212","Da","831",759
"20141214","1","20151212","Da","16767",760
"20141214","1","20151212","Da","16767",761
"20141215","1","20141220","Da","383",762
"20141222","2","20141227","Da","383",762
"20141229","3","20150103","Da","383",762
"20150105","4","20150110","Da","383",762
"20150112","5","20150117","Da","383",762
"20150119","6","20150124","Da","383",762
"20150126","7","20150131","Da","383",762
"20150202","8","20150207","Da","383",762
"20150209","9","20150214","Da","383",762
"20150216","10","20150221","Da","383",762
"20150223","11","20150228","Da","383",762
"20150302","12","20150307","Da","383",762
"20150309","13","20150314","Da","383",762
"20150316","14","20150321","Da","383",762
"20150323","15","20150328","Da","383",762
"20150330","16","20150404","Da","383",762
"20150406","17","20150411","Da","383",762
"20150413","18","20150418","Da","383",762
"20150420","19","20150425","Da","383",762
"20150427","20","20151031","Da","383",762
"20151102","21","20151107","Da","383",762
"20151109","22","20151114","Da","383",762
"20151116","23","20151121","Da","383",762
"20151123","24","20151128","Da","383",762
"20151130","25","20151205","Da","383",762
"20151207","26","20151212","Da","383",762
"20141214","1","20141224","Da","799",763
"20141227","2","20141231","Da","799",763
"20150103","3","20150412","Da","799",763
"20150414","4","20150430","Da","799",763
"20150502","5","20150531","Da","799",763
"20150602","6","20151129","Da","799",763
"20151202","7","20151212","Da","799",763
"20141214","1","20151212","Da","799",764
"20141214","1","20151212","Da","16767",765
"20141214","1","20150612","Da","383",766
"20150914","2","20151212","Da","383",766
"20141214","1","20151212","Da","319",767
"20141214","1","20151212","Da","16767",768
